date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:21:41	1380/1380	---M--	200	added ('OK')	font/woff	date:Thu,%2011%20Jul%202024%2014:51:39%20GMT	https://aquavision.b12sites.com/assets/fonts/slick-b7c9e1e479de3b53f1e4e30ebac2403a.woff	C:/My%20Web%20Sites/AquaVision/aquavision.b12sites.com/assets/fonts/slick-b7c9e1e479de3b53f1e4e30ebac2403a.woff	(from https://aquavision.b12sites.com/)
20:21:42	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2011%20Jul%202024%2014:51:41%20GMT	http://aquavision.b12sites.com/assets/fonts/slick-d41f55a78e6f49a5512878df1737e58a.ttf	C:/My%20Web%20Sites/AquaVision/aquavision.b12sites.com/assets/fonts/slick-d41f55a78e6f49a5512878df1737e58a.ttf	(from https://aquavision.b12sites.com/)
20:22:21	4178/4178	---M--	200	added ('OK')	image/gif	date:Thu,%2011%20Jul%202024%2014:51:17%20GMT	https://aquavision.b12sites.com/assets/fonts/ajax-loader-c5cd7f5300576ab4c88202b42f6ded62.gif	C:/My%20Web%20Sites/AquaVision/aquavision.b12sites.com/assets/fonts/ajax-loader-c5cd7f5300576ab4c88202b42f6ded62.gif	(from https://aquavision.b12sites.com/)
20:22:35	1892/1892	---M--	200	added ('OK')	font/ttf	date:Thu,%2011%20Jul%202024%2014:52:34%20GMT	https://aquavision.b12sites.com/assets/fonts/slick-d41f55a78e6f49a5512878df1737e58a.ttf	C:/My%20Web%20Sites/AquaVision/aquavision.b12sites.com/assets/fonts/slick-d41f55a78e6f49a5512878df1737e58a.ttf	(from https://aquavision.b12sites.com/)
20:22:36	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2011%20Jul%202024%2014:52:35%20GMT	http://aquavision.b12sites.com/assets/fonts/slick-f97e3bbf73254b0112091d0192f17aec.svg	C:/My%20Web%20Sites/AquaVision/aquavision.b12sites.com/assets/fonts/slick-f97e3bbf73254b0112091d0192f17aec.4f.delayed	(from https://aquavision.b12sites.com/)
20:22:44	2152/2152	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2011%20Jul%202024%2014:52:41%20GMT	https://aquavision.b12sites.com/assets/fonts/slick-f97e3bbf73254b0112091d0192f17aec.svg	C:/My%20Web%20Sites/AquaVision/aquavision.b12sites.com/assets/fonts/slick-f97e3bbf73254b0112091d0192f17aec.svg	(from https://aquavision.b12sites.com/)
20:22:46	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2011%20Jul%202024%2014:52:42%20GMT	http://aquavision.b12sites.com/index	C:/My%20Web%20Sites/AquaVision/aquavision.b12sites.com/index	(from https://aquavision.b12sites.com/)
20:22:50	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2011%20Jul%202024%2014:52:49%20GMT	http://aquavision.b12sites.com/window.location	C:/My%20Web%20Sites/AquaVision/aquavision.b12sites.com/window.location	(from https://aquavision.b12sites.com/)
20:23:04	267808/267808	---MCZ	200	added ('OK')	text/html	date:Thu,%2011%20Jul%202024%2014:52:49%20GMT	https://aquavision.b12sites.com/index	C:/My%20Web%20Sites/AquaVision/aquavision.b12sites.com/index-2.html	(from https://aquavision.b12sites.com/)
20:23:37	444379/444379	---MCZ	200	added ('OK')	image/svg+xml	date:Thu,%2011%20Jul%202024%2014:51:01%20GMT	https://aquavision.b12sites.com/assets/fonts/fontawesome-webfont-912ec66d7572ff821749319396470bde.svg	C:/My%20Web%20Sites/AquaVision/aquavision.b12sites.com/assets/fonts/fontawesome-webfont-912ec66d7572ff821749319396470bde.svg	(from https://aquavision.b12sites.com/)
20:23:42	979/979	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2011%20Jul%202024%2014:53:41%20GMT	https://aquavision.b12sites.com/window.location	C:/My%20Web%20Sites/AquaVision/aquavision.b12sites.com/window.54.delayed	(from https://aquavision.b12sites.com/)
20:23:44	90602/90602	---M--	200	added ('OK')	image/jpeg	etag:%22dfbbfdd58c6156de27d5754f5f17be38%22	https://cdn.b12.io/client_media/6A79uigl/cfa97a68-3f6e-11ef-9be2-0242ac110002-jpg-hero_image.jpeg	C:/My%20Web%20Sites/AquaVision/cdn.b12.io/client_media/6A79uigl/cfa97a68-3f6e-11ef-9be2-0242ac110002-jpg-hero_image.jpg	(from https://aquavision.b12sites.com/)
20:23:47	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2011%20Jul%202024%2014:53:45%20GMT	http://aquavision.b12sites.com/sea-creatures-detection	C:/My%20Web%20Sites/AquaVision/aquavision.b12sites.com/sea-creatures-detection.57.delayed	(from https://aquavision.b12sites.com/)
20:23:48	186246/186246	---M--	200	added ('OK')	image/jpeg	etag:%22f7b60767c1575da0546cd7e0aecbaf9e%22	https://cdn.b12.io/client_media/6A79uigl/efb88b74-3f6d-11ef-a850-0242ac110002-jpg-regular_image.jpeg	C:/My%20Web%20Sites/AquaVision/cdn.b12.io/client_media/6A79uigl/efb88b74-3f6d-11ef-a850-0242ac110002-jpg-regular_image.jpg	(from https://aquavision.b12sites.com/)
20:23:51	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2011%20Jul%202024%2014:53:50%20GMT	http://aquavision.b12sites.com/trash-detection	C:/My%20Web%20Sites/AquaVision/aquavision.b12sites.com/trash-detection	(from https://aquavision.b12sites.com/)
20:23:51	65210/65210	---M--	200	added ('OK')	image/jpeg	etag:%2257bb594ddabc443107682fe503b1bd6e%22	https://cdn.b12.io/client_media/6A79uigl/f1b45ef8-3f6d-11ef-a850-0242ac110002-jpg-regular_image.jpeg	C:/My%20Web%20Sites/AquaVision/cdn.b12.io/client_media/6A79uigl/f1b45ef8-3f6d-11ef-a850-0242ac110002-jpg-regular_image.jpg	(from https://aquavision.b12sites.com/)
20:23:52	248420/248420	---MCZ	200	added ('OK')	text/html	date:Thu,%2011%20Jul%202024%2014:53:49%20GMT	https://aquavision.b12sites.com/sea-creatures-detection	C:/My%20Web%20Sites/AquaVision/aquavision.b12sites.com/sea-creatures-detection.html	(from https://aquavision.b12sites.com/)
20:23:55	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2011%20Jul%202024%2014:53:55%20GMT	http://aquavision.b12sites.com/assets/bundle-26df06bbde665912c7803cd668f15047.js	C:/My%20Web%20Sites/AquaVision/aquavision.b12sites.com/assets/bundle-26df06bbde665912c7803cd668f15047.js	(from https://aquavision.b12sites.com/)
20:24:00	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2011%20Jul%202024%2014:54:00%20GMT	http://cdn.b12.io/prod_traffic/global.js	C:/My%20Web%20Sites/AquaVision/cdn.b12.io/prod_traffic/global.5e.delayed	(from https://aquavision.b12sites.com/)
20:24:00	71295/71295	---MCZ	200	added ('OK')	application/javascript	etag:W/%229ca4809d57257e2816c1aa0a50fc8dea%22	https://cdn.b12.io/prod_traffic/global.js	C:/My%20Web%20Sites/AquaVision/cdn.b12.io/prod_traffic/global.js	(from https://aquavision.b12sites.com/)
20:24:02	904/904	---MC-	200	added ('OK')	text/javascript	date:Thu,%2011%20Jul%202024%2014:54:01%20GMT	https://www.google.com/recaptcha/api.js?render=6Ld1R8kUAAAAAGEYGyd1RXFcdSGY03uF4y_yN40A	C:/My%20Web%20Sites/AquaVision/www.google.com/recaptcha/apifb47.js	(from https://aquavision.b12sites.com/)
20:24:03	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Thu,%2011%20Jul%202024%2014:54:02%20GMT	http://aquavision.b12sites.com/scheduling	C:/My%20Web%20Sites/AquaVision/aquavision.b12sites.com/scheduling.61.delayed	(from https://aquavision.b12sites.com/sea-creatures-detection)
20:24:05	315671/315671	---MCZ	200	added ('OK')	text/html	date:Thu,%2011%20Jul%202024%2014:54:04%20GMT	https://aquavision.b12sites.com/scheduling	C:/My%20Web%20Sites/AquaVision/aquavision.b12sites.com/scheduling.html	(from https://aquavision.b12sites.com/sea-creatures-detection)
20:24:05	405697/405697	---M--	200	added ('OK')	image/jpeg	etag:%22242e1c4e218152d4008aa42920900dd9%22	https://cdn.b12.io/client_media/6A79uigl/ef3d27a4-3f6d-11ef-a850-0242ac110002-jpg-hero_image.jpeg	C:/My%20Web%20Sites/AquaVision/cdn.b12.io/client_media/6A79uigl/ef3d27a4-3f6d-11ef-a850-0242ac110002-jpg-hero_image.jpg	(from https://aquavision.b12sites.com/sea-creatures-detection)
20:24:10	248363/248363	---MCZ	200	added ('OK')	text/html	date:Thu,%2011%20Jul%202024%2014:53:54%20GMT	https://aquavision.b12sites.com/trash-detection	C:/My%20Web%20Sites/AquaVision/aquavision.b12sites.com/trash-detection.html	(from https://aquavision.b12sites.com/)
20:24:11	187836/187836	---M--	200	added ('OK')	image/jpeg	etag:%22a88add7e1ab59811e296dfba5f7ff166%22	https://cdn.b12.io/client_media/6A79uigl/f1539fb4-3f6d-11ef-a850-0242ac110002-jpg-hero_image.jpeg	C:/My%20Web%20Sites/AquaVision/cdn.b12.io/client_media/6A79uigl/f1539fb4-3f6d-11ef-a850-0242ac110002-jpg-hero_image.jpg	(from https://aquavision.b12sites.com/trash-detection)
20:24:54	518382/518382	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2011%20Jul%202024%2014:54:00%20GMT	https://aquavision.b12sites.com/assets/bundle-26df06bbde665912c7803cd668f15047.js	C:/My%20Web%20Sites/AquaVision/aquavision.b12sites.com/assets/bundle-26df06bbde665912c7803cd668f15047.js	(from https://aquavision.b12sites.com/)
